MANUAL.ID,template,eucledian.distance
TRUE,CriniaSignifera_01,16.3092137
TRUE,CriniaSignifera_01,16.14304378
FALSE,CriniaSignifera_01,17.13689208
TRUE,CriniaSignifera_01,17.13986133
TRUE,CriniaSignifera_01,16.07601121
FALSE,CriniaSignifera_01,16.7788421
FALSE,CriniaSignifera_01,17.12886113
TRUE,CriniaSignifera_01,16.64754727
TRUE,CriniaSignifera_01,16.30715171
TRUE,CriniaSignifera_01,15.27531877
TRUE,CriniaSignifera_01,16.01390637
FALSE,CriniaSignifera_01,16.55114646
TRUE,CriniaSignifera_01,16.27439826
FALSE,CriniaSignifera_01,16.80429114
FALSE,CriniaSignifera_01,16.95315684
FALSE,CriniaSignifera_01,16.75530239
FALSE,CriniaSignifera_01,17.01471734
FALSE,CriniaSignifera_01,16.91476634
FALSE,CriniaSignifera_01,16.65488446
FALSE,CriniaSignifera_01,16.75906094
FALSE,CriniaSignifera_01,17.10017978
TRUE,CriniaSignifera_01,15.79214815
FALSE,CriniaSignifera_01,17.0406726
FALSE,CriniaSignifera_01,17.19718971
FALSE,CriniaSignifera_01,17.05206496
FALSE,CriniaSignifera_01,17.09153248
FALSE,CriniaSignifera_01,16.99519942
FALSE,CriniaSignifera_01,17.03199723
FALSE,CriniaSignifera_01,17.14371351
FALSE,CriniaSignifera_01,16.89037207
TRUE,CriniaSignifera_01,16.97414227
FALSE,CriniaSignifera_01,16.75634263
FALSE,CriniaSignifera_01,17.02087542
FALSE,CriniaSignifera_01,16.97288877
FALSE,CriniaSignifera_01,16.86695824
FALSE,CriniaSignifera_01,17.14118877
FALSE,CriniaSignifera_01,17.15444405
FALSE,CriniaSignifera_01,17.05781694
FALSE,CriniaSignifera_01,17.0958933
FALSE,CriniaSignifera_01,16.88863521
TRUE,CriniaSignifera_01,15.11427911
FALSE,CriniaSignifera_01,16.97613664
TRUE,CriniaSignifera_01,16.23946237
FALSE,CriniaSignifera_01,17.01096232
FALSE,CriniaSignifera_01,16.89531304
FALSE,CriniaSignifera_01,17.31940319
TRUE,CriniaSignifera_01,16.05136072
FALSE,CriniaSignifera_01,17.09330636
TRUE,CriniaSignifera_01,15.06920137
TRUE,CriniaSignifera_01,15.23315324
TRUE,CriniaSignifera_01,16.24503955
TRUE,CriniaSignifera_01,15.65007121
FALSE,CriniaSignifera_01,16.38279124
FALSE,CriniaSignifera_01,17.19824713
TRUE,CriniaSignifera_01,16.68025994
FALSE,CriniaSignifera_01,16.15498677
FALSE,CriniaSignifera_01,16.95054898
TRUE,CriniaSignifera_01,17.03949385
FALSE,CriniaSignifera_01,17.13165035
TRUE,CriniaSignifera_01,16.63569982
FALSE,CriniaSignifera_01,17.46751117
FALSE,CriniaSignifera_01,17.10062313
FALSE,CriniaSignifera_01,16.87829553
FALSE,CriniaSignifera_01,16.89487729
FALSE,CriniaSignifera_01,17.15309055
FALSE,CriniaSignifera_01,17.25262125
FALSE,CriniaSignifera_01,17.07169458
FALSE,CriniaSignifera_01,16.72952904
